Country Name,Country Code,Indicator Name,Indicator Code,Year,ruralpopulationpercent
East Asia & Pacific,EAS,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,39.3013370757417
East Asia & Pacific,EAS,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,40.1090821895583
East Asia & Pacific,EAS,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,40.9452963336192
East Asia & Pacific (excluding high income),EAP,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,40.7736851704131
East Asia & Pacific (excluding high income),EAP,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,41.625987170337
East Asia & Pacific (excluding high income),EAP,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,42.5050737972887
East Asia & Pacific (excluding high income),EAP,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,43.4123864412692
East Asia & Pacific (excluding high income),EAP,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,44.3479889054608
East Asia & Pacific (IDA & IBRD countries),TEA,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,40.8191768001503
East Asia & Pacific (IDA & IBRD countries),TEA,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,41.678582212961
East Asia & Pacific (IDA & IBRD countries),TEA,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,42.5652821138275
East Asia & Pacific (IDA & IBRD countries),TEA,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,43.4807896058327
East Asia & Pacific (IDA & IBRD countries),TEA,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,44.4251470729526
Euro area,EMU,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,22.2803487842591
Euro area,EMU,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,22.5240368136834
Euro area,EMU,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,22.7683768834311
Euro area,EMU,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,23.0028425659041
Euro area,EMU,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,23.2439526695451
Europe & Central Asia,ECS,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,26.9424662939825
Europe & Central Asia,ECS,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,27.1857960709745
Europe & Central Asia,ECS,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,27.3928970034467
Europe & Central Asia,ECS,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,27.5959600221191
Europe & Central Asia,ECS,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,27.7985192106854
Europe & Central Asia (excluding high income),ECA,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,31.6652724601346
Europe & Central Asia (excluding high income),ECA,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,31.8337449278497
Europe & Central Asia (excluding high income),ECA,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,32.026978206484
Europe & Central Asia (excluding high income),ECA,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,32.2104779837601
Europe & Central Asia (excluding high income),ECA,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,32.3964981586091
Europe & Central Asia (IDA & IBRD countries),TEC,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,32.9919599781523
Europe & Central Asia (IDA & IBRD countries),TEC,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,33.1578156500689
Europe & Central Asia (IDA & IBRD countries),TEC,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,33.3505828013683
Europe & Central Asia (IDA & IBRD countries),TEC,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,33.5255562608246
Europe & Central Asia (IDA & IBRD countries),TEC,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,33.7002565729924
European Union,EUU,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,24.5345522106877
European Union,EUU,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,24.8035700202563
European Union,EUU,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,25.0394599318552
European Union,EUU,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,25.2613366222536
European Union,EUU,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,25.4830646049215
Fragile and conflict affected situations,FCS,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,55.663998594772
Fragile and conflict affected situations,FCS,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,55.951402252636
Fragile and conflict affected situations,FCS,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,56.3475004669667
Fragile and conflict affected situations,FCS,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,56.7230592269006
Fragile and conflict affected situations,FCS,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,57.0720040862692
Heavily indebted poor countries (HIPC),HPC,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,61.9878761037865
Heavily indebted poor countries (HIPC),HPC,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,62.4842056753745
Heavily indebted poor countries (HIPC),HPC,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,62.9706191473041
Heavily indebted poor countries (HIPC),HPC,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,63.4492406521077
Heavily indebted poor countries (HIPC),HPC,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,63.9210422049763
High income,,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,18.3636163391687
High income,,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,18.5685162870067
High income,,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,18.7520361390902
High income,,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,18.9382971425416
High income,,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,19.1306309920748
IBRD only,IBD,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,42.54424102578
IBRD only,IBD,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,43.1100912758256
IBRD only,IBD,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,43.6943280590344
IBRD only,IBD,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,44.2818401337851
IBRD only,IBD,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,44.880294973355
IDA & IBRD total,IBT,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,47.6077307436571
IDA & IBRD total,IBT,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,48.0955506270315
IDA & IBRD total,IBT,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,48.5998449214562
IDA & IBRD total,IBT,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,49.1108246462869
IDA & IBRD total,IBT,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,49.6340527269802
IDA blend,IDB,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,55.8479097465069
IDA blend,IDB,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,56.3462323547884
IDA blend,IDB,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,56.8394123498261
IDA blend,IDB,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,57.3280359041539
IDA blend,IDB,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,57.8121159837228
IDA only,IDX,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,63.7566309433377
IDA only,IDX,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,64.2978144155587
IDA only,IDX,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,64.8227961408971
IDA only,IDX,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,65.3468358369054
IDA only,IDX,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,65.8696265634785
IDA total,IDA,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,61.1421487311603
IDA total,IDA,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,61.6668615710179
IDA total,IDA,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,62.1775951451807
IDA total,IDA,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,62.6853459499588
IDA total,IDA,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,63.1899808189284
Late-demographic dividend,LTE,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,34.346671325927
Late-demographic dividend,LTE,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,35.1217539947807
Late-demographic dividend,LTE,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,35.911166135405
Late-demographic dividend,LTE,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,36.726111767005
Late-demographic dividend,LTE,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,37.568804382626
Latin America & Caribbean,LCN,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,18.3787834559585
Latin America & Caribbean,LCN,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,18.6229867130002
Latin America & Caribbean,LCN,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,18.8654300018429
Latin America & Caribbean,LCN,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,19.1111444023829
Latin America & Caribbean,LCN,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,19.3492918341883
Latin America & Caribbean (excluding high income),LAC,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,18.7775716559482
Latin America & Caribbean (excluding high income),LAC,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,19.0412858624327
Latin America & Caribbean (excluding high income),LAC,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,19.3079561153139
Latin America & Caribbean (excluding high income),LAC,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,19.5781464610322
Latin America & Caribbean (excluding high income),LAC,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,19.8501042184215
Latin America & the Caribbean (IDA & IBRD countries),TLA,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,18.3448460595783
Latin America & the Caribbean (IDA & IBRD countries),TLA,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,18.5931428003948
Latin America & the Caribbean (IDA & IBRD countries),TLA,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,18.8395508724852
Latin America & the Caribbean (IDA & IBRD countries),TLA,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,19.0876692018806
Latin America & the Caribbean (IDA & IBRD countries),TLA,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,19.3301160858588
Least developed countries: UN classification,LDC,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,64.1837466113763
Least developed countries: UN classification,LDC,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,64.7367865025206
Least developed countries: UN classification,LDC,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,65.2814630634294
Least developed countries: UN classification,LDC,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,65.8222422514435
Least developed countries: UN classification,LDC,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,66.3619065917076
Low & middle income,LMY,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,47.844762967659
Low & middle income,LMY,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,48.3403088841773
Low & middle income,LMY,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,48.8542879303559
Low & middle income,LMY,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,49.3762116059769
Low & middle income,LMY,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,49.912945077719
Low income,,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,65.477824266515
Low income,,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,65.9559552551066
Low income,,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,66.414592634795
Low income,,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,66.8656595371687
Low income,,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,67.3119301616316
Lower middle income,,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,57.746484045086
Lower middle income,,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,58.1965148362162
Lower middle income,,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,58.68180883228
Lower middle income,,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,59.1581490301298
Lower middle income,,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,59.628085047424
Middle East & North Africa,MEA,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,33.9097664173451
Middle East & North Africa,MEA,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,34.1932974693156
Middle East & North Africa,MEA,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,34.4399546881538
Middle East & North Africa,MEA,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,34.6868307536463
Middle East & North Africa,MEA,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,34.9787730018024
Middle East & North Africa (excluding high income),MNA,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,37.4910023727096
Middle East & North Africa (excluding high income),MNA,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,37.7971388008408
Middle East & North Africa (excluding high income),MNA,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,38.1076793308437
Middle East & North Africa (excluding high income),MNA,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,38.408875061105
Middle East & North Africa (excluding high income),MNA,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,38.7055322387597
Middle East & North Africa (IDA & IBRD countries),TMN,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,37.6688163312963
Middle East & North Africa (IDA & IBRD countries),TMN,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,37.9734957512198
Middle East & North Africa (IDA & IBRD countries),TMN,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,38.2826555709928
Middle East & North Africa (IDA & IBRD countries),TMN,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,38.5825545973957
Middle East & North Africa (IDA & IBRD countries),TMN,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,38.8780540949785
Middle income,MIC,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,45.767194976696
Middle income,MIC,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,46.3053245667265
Middle income,MIC,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,46.8625582816205
Middle income,MIC,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,47.4285195668771
Middle income,MIC,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,48.0094220805797
North America,NAC,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,17.0524021354289
North America,NAC,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,17.2499855751517
North America,NAC,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,17.4463305487964
North America,NAC,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,17.6383109734061
North America,NAC,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,17.8269355911881
Not classified,,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,
Not classified,,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,
Not classified,,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,
Not classified,,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,
Not classified,,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,
OECD members,OED,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,18.5343766186449
OECD members,OED,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,18.7594966135798
OECD members,OED,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,18.9722805210126
OECD members,OED,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,19.186413127184
OECD members,OED,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,19.3989318145436
Other small states,OSS,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,36.461845561579
Other small states,OSS,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,36.8482983797954
Other small states,OSS,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,37.1004687496526
Other small states,OSS,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,37.3862748179319
Other small states,OSS,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,37.8065881312386
Pacific island small states,PSS,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,60.4462972127143
Pacific island small states,PSS,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,60.6877115322463
Pacific island small states,PSS,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,60.9051764070626
Pacific island small states,PSS,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,61.1172055534745
Pacific island small states,PSS,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,61.3229772729627
Post-demographic dividend,PST,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,17.8951536399736
Post-demographic dividend,PST,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,18.1491423039141
Post-demographic dividend,PST,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,18.3373893688038
Post-demographic dividend,PST,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,18.5261723813781
Post-demographic dividend,PST,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,18.7185537621839
Pre-demographic dividend,PRE,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,56.4115891872828
Pre-demographic dividend,PRE,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,56.9686203484179
Pre-demographic dividend,PRE,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,57.5208261424053
Pre-demographic dividend,PRE,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,58.0689680641866
Pre-demographic dividend,PRE,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,58.6173168886785
Small states,SST,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,39.9253250985148
Small states,SST,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,40.2857817513873
Small states,SST,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,40.5253746201471
Small states,SST,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,40.8019552737764
Small states,SST,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,41.1776185153098
South Asia,SAS,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,64.1750013504857
South Asia,SAS,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,64.6480750073209
South Asia,SAS,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,65.1067942113801
South Asia,SAS,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,65.5553659421239
South Asia,SAS,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,65.9941008020252
South Asia (IDA & IBRD),TSA,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,64.1750013504857
South Asia (IDA & IBRD),TSA,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,64.6480750073209
South Asia (IDA & IBRD),TSA,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,65.1067942113801
South Asia (IDA & IBRD),TSA,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,65.5553659421239
South Asia (IDA & IBRD),TSA,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,65.9941008020252
Sub-Saharan Africa,SSF,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,57.6317033062984
Sub-Saharan Africa,SSF,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,58.1699471317013
Sub-Saharan Africa,SSF,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,58.7055838763015
Sub-Saharan Africa,SSF,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,59.2407171362864
Sub-Saharan Africa,SSF,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,59.7754546736576
Sub-Saharan Africa (excluding high income),SSA,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,57.6332898114717
Sub-Saharan Africa (excluding high income),SSA,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,58.1713037201002
Sub-Saharan Africa (excluding high income),SSA,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,58.7069738679809
Sub-Saharan Africa (excluding high income),SSA,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,59.2421412883729
Sub-Saharan Africa (excluding high income),SSA,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,59.776913354028
Sub-Saharan Africa (IDA & IBRD countries),TSS,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,57.6317033062984
Sub-Saharan Africa (IDA & IBRD countries),TSS,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,58.1699471317013
Sub-Saharan Africa (IDA & IBRD countries),TSS,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,58.7055838763015
Sub-Saharan Africa (IDA & IBRD countries),TSS,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,59.2407171362864
Sub-Saharan Africa (IDA & IBRD countries),TSS,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,59.7754546736576
Upper middle income,,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,32.0332576060194
Upper middle income,,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,32.772015061288
Upper middle income,,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,33.5325114719584
Upper middle income,,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,34.3124610402511
Upper middle income,,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,35.1157745979379
World,WLD,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,43.100920471115
World,WLD,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,43.5234883802004
World,WLD,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,43.9382458649858
World,WLD,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,44.3720894680379
World,WLD,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,44.8147632718566
Afghanistan,AFG,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,73.384
Afghanistan,AFG,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,73.686
Afghanistan,AFG,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,73.974
Afghanistan,AFG,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,74.246
Afghanistan,AFG,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,74.505
Albania,ALB,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,36.201
Albania,ALB,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,37.031
Albania,ALB,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,37.888
Albania,ALB,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,38.771
Albania,ALB,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,39.681
Algeria,DZA,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,25.228
Algeria,DZA,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,25.739
Algeria,DZA,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,26.267
Algeria,DZA,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,26.811
Algeria,DZA,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,27.371
American Samoa,ASM,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,12.804
American Samoa,ASM,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,12.831
American Samoa,ASM,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,12.847
American Samoa,ASM,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,12.853
American Samoa,ASM,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,12.847
Andorra,AND,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,12.189
Andorra,AND,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,12.142
Andorra,AND,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,12.084
Andorra,AND,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,12.016
Andorra,AND,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,11.938
Angola,AGO,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,31.919
Angola,AGO,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,32.54
Angola,AGO,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,33.175
Angola,AGO,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,33.823
Angola,AGO,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,34.486
Antigua and Barbuda,ATG,Rural population (% of total population),SP.RUR.TOTL.ZS,2022,75.654
Antigua and Barbuda,ATG,Rural population (% of total population),SP.RUR.TOTL.ZS,2021,75.62
Antigua and Barbuda,ATG,Rural population (% of total population),SP.RUR.TOTL.ZS,2020,75.567
Antigua and Barbuda,ATG,Rural population (% of total population),SP.RUR.TOTL.ZS,2019,75.494
Antigua and Barbuda,ATG,Rural population (% of total population),SP.RUR.TOTL.ZS,2018,75.401
